Société;Date;CodeClient;NomClient;Categorie;Adresse;CodePostal;Ville;Pays;CodeLangue;Telephone;Email;NumeroFacture;DateFacture;DateEcheance;Ecriture;Devise;Montant
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF308214;22/03/2013;21/04/2013;000308214;EUR;336,12
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF330255;08/10/2013;07/11/2013;000330255;EUR;2079,94
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF341457;23/01/2014;22/02/2014;000341457;EUR;687,4
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF357987;28/05/2014;27/06/2014;000357987;EUR;203,68
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF360594;25/06/2014;25/07/2014;000360594;EUR;143,75
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF364154;07/08/2014;06/09/2014;000364154;EUR;553,51
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF446483;15/10/2014;15/10/2014;000446483;EUR;-83,59
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF375663;16/10/2014;15/11/2014;000375663;EUR;488,3
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF375664;16/10/2014;15/11/2014;000375664;EUR;194,05
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF375665;16/10/2014;15/11/2014;000375665;EUR;74,23
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF376421;22/10/2014;21/11/2014;000376421;EUR;267,53
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF376780;24/10/2014;23/11/2014;000376780;EUR;392,49
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF376992;28/10/2014;27/11/2014;000376992;EUR;365,23
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF377655;05/11/2014;05/12/2014;000377655;EUR;29,22
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF377657;05/11/2014;05/12/2014;000377657;EUR;9,39
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF377658;05/11/2014;05/12/2014;000377658;EUR;158,97
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF377659;05/11/2014;05/12/2014;000377659;EUR;618,73
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF377930;07/11/2014;07/12/2014;000377930;EUR;181,81
B1;17/11/2014 15:01:24;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF378285;13/11/2014;13/12/2014;000378285;EUR;456,68
B1;17/11/2014 15:01:24;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF368806;10/09/2014;10/10/2014;000368806;EUR;301,99
B1;17/11/2014 15:01:24;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF368807;10/09/2014;10/10/2014;000368807;EUR;145,57
B1;17/11/2014 15:01:24;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF373894;01/10/2014;31/10/2014;000373894;EUR;854,09
B1;17/11/2014 15:01:24;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF374578;06/10/2014;05/11/2014;000374578;EUR;8,01
B1;17/11/2014 15:01:24;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF375508;15/10/2014;14/11/2014;000375508;EUR;1052,6
B1;17/11/2014 15:01:24;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF375509;15/10/2014;14/11/2014;000375509;EUR;224,42
B1;17/11/2014 15:01:24;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF446699;21/10/2014;21/10/2014;000446699;EUR;-78,34
B1;17/11/2014 15:01:24;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF377564;04/11/2014;04/12/2014;000377564;EUR;78,34
B1;17/11/2014 15:01:24;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF377660;05/11/2014;05/12/2014;000377660;EUR;340,94
B1;17/11/2014 15:01:24;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF377661;05/11/2014;05/12/2014;000377661;EUR;590,43
B1;17/11/2014 15:01:24;001006;COFOFI - PCIE GRIBAUMONT;PHARMACIENS;AVENUE GRIBAUMONT_18;1150;WOLUWE-SAINT-PIERRE;BE;FRA;0032/27706739; ;2X351255;17/06/2014;17/06/2014;S00014136;EUR;-412,35
B1;17/11/2014 15:01:24;001006;COFOFI - PCIE GRIBAUMONT;PHARMACIENS;AVENUE GRIBAUMONT_18;1150;WOLUWE-SAINT-PIERRE;BE;FRA;0032/27706739; ;PF368694;09/09/2014;09/10/2014;000368694;EUR;259,36
B1;17/11/2014 15:01:24;001006;COFOFI - PCIE GRIBAUMONT;PHARMACIENS;AVENUE GRIBAUMONT_18;1150;WOLUWE-SAINT-PIERRE;BE;FRA;0032/27706739; ;PF374055;02/10/2014;01/11/2014;000374055;EUR;52,82
B1;17/11/2014 15:01:24;001006;COFOFI - PCIE GRIBAUMONT;PHARMACIENS;AVENUE GRIBAUMONT_18;1150;WOLUWE-SAINT-PIERRE;BE;FRA;0032/27706739; ;PF377168;30/10/2014;29/11/2014;000377168;EUR;878,24
B1;17/11/2014 15:01:24;001007;PCIE BARBAY***;PHARMACIENS;RUE D ARQUET_27;5000*2;NAMUR;BE;FRA;0032/81221066; ;2 X 353797;14/07/2014;14/07/2014;S00014159;EUR;-132,34
B1;17/11/2014 15:01:24;001025;APOT S. DE WAEL BVBA;PHARMACIENS;VOORDRIES_11;9860*5;OOSTERZELE;BE;NED;0032/93628858; ;PF390181;14/02/2013;14/02/2013;000390181;EUR;-229,54
B1;17/11/2014 15:01:24;001031;PIERRE FABRE DERMO-COSMETIQUE;INTERNATIONAL;LES CAUQUILLOUS;FR-81506;LAVAUR CEDEX;FR;FRA;0033/61755208; ;PF374945;09/10/2014;30/12/2014;000374945;EUR;1902,09
B1;17/11/2014 15:01:24;001031;PIERRE FABRE DERMO-COSMETIQUE;INTERNATIONAL;LES CAUQUILLOUS;FR-81506;LAVAUR CEDEX;FR;FRA;0033/61755208; ;PF377448;31/10/2014;30/11/2014;000377448;EUR;3090,68
B1;17/11/2014 15:01:24;001061;PCIE NOUVELLE;PHARMACIENS;RUE WAYEZ_165;1070;ANDERLECHT;BE;FRA;0032/25580760; ;PF444763;05/08/2014;05/08/2014;000444763;EUR;-40,7
B1;17/11/2014 15:01:24;001068;APOT REYNAERTS NV;PHARMACIENS;WESTELSEBAAN_61/B;3271*1;AVERBODE;BE;NED;0032/13771011; ;2X368810;28/10/2014;28/10/2014;S00014246;EUR;-127,63
B1;17/11/2014 15:01:24;001069;APOT DASSEN JOS;PHARMACIENS;BASILIEKLAAN_22;3270*1;SCHERPENHEUVEL;BE;NED;0032/13771416; ;PF372440;25/09/2014;25/10/2014;000372440;EUR;13,06
B1;17/11/2014 15:01:24;001069;APOT DASSEN JOS;PHARMACIENS;BASILIEKLAAN_22;3270*1;SCHERPENHEUVEL;BE;NED;0032/13771416; ;PF377096;29/10/2014;28/11/2014;000377096;EUR;409,37
B1;17/11/2014 15:01:24;001074;PARRY;PHARMACIENS;RUE GENERAL GRATRY_1;1030;SCHAERBEEK/SCHAARBEEK;BE;FRA;0032/27343978; ;PF373583;30/09/2014;30/10/2014;000373583;EUR;300,72
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF337537;20/12/2013;18/02/2014;000337537;EUR;1552,91
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF362752;18/07/2014;16/09/2014;000362752;EUR;7,49
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF368201;04/09/2014;03/11/2014;000368201;EUR;248,54
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF368581;08/09/2014;07/11/2014;000368581;EUR;19,93
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF370484;17/09/2014;16/11/2014;000370484;EUR;114,47
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF371245;19/09/2014;18/11/2014;000371245;EUR;13984,3
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF371246;19/09/2014;18/11/2014;000371246;EUR;13896,61
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF371247;19/09/2014;18/11/2014;000371247;EUR;30584,74
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF371248;19/09/2014;18/11/2014;000371248;EUR;8780,37
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF371384;22/09/2014;21/11/2014;000371384;EUR;8967,37
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF371742;23/09/2014;22/11/2014;000371742;EUR;26473,87
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF371743;23/09/2014;22/11/2014;000371743;EUR;10836,4
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF371744;23/09/2014;22/11/2014;000371744;EUR;4291,93
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF371745;23/09/2014;22/11/2014;000371745;EUR;9935,33
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF372441;25/09/2014;24/11/2014;000372441;EUR;800,27
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF372442;25/09/2014;24/11/2014;000372442;EUR;666,3
B1;17/11/2014 15:01:24;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF372443;25/09/2014;24/11/2014;000372443;EUR;2772,59
