Société;Date;CodeClient;NomClient;Categorie;Adresse;CodePostal;Ville;Pays;CodeLangue;Telephone;Email;NumeroFacture;DateFacture;DateEcheance;Ecriture;Devise;Montant
B1;07/10/2014 13:30:52;000551;AZ VUB;HOPITAUX/CLINIQUES;LAARBEEKLAAN_101;1090;JETTE;BE;FRA;0032/24775520; ;PF373349;29/09/2014;29/11/2014;000373349;EUR;325,88
B1;07/10/2014 13:30:52;000551;AZ VUB;HOPITAUX/CLINIQUES;LAARBEEKLAAN_101;1090;JETTE;BE;FRA;0032/24775520; ;PF373892;01/10/2014;30/12/2014;000373892;EUR;724,19
B1;07/10/2014 13:30:52;000577;CHU DE TIVOLI;HOPITAUX/CLINIQUES;AVENUE MAX BUSET_34;7100*3;LA LOUVIERE;BE;FRA;0032/64276332; ;PF362069;10/07/2014;08/10/2014;000362069;EUR;37,07
B1;07/10/2014 13:30:52;000577;CHU DE TIVOLI;HOPITAUX/CLINIQUES;AVENUE MAX BUSET_34;7100*3;LA LOUVIERE;BE;FRA;0032/64276332; ;PF364252;08/08/2014;06/11/2014;000364252;EUR;19,97
B1;07/10/2014 13:30:52;000577;CHU DE TIVOLI;HOPITAUX/CLINIQUES;AVENUE MAX BUSET_34;7100*3;LA LOUVIERE;BE;FRA;0032/64276332; ;PF366269;26/08/2014;24/11/2014;000366269;EUR;7,99
B1;07/10/2014 13:30:52;000577;CHU DE TIVOLI;HOPITAUX/CLINIQUES;AVENUE MAX BUSET_34;7100*3;LA LOUVIERE;BE;FRA;0032/64276332; ;PF370103;16/09/2014;15/12/2014;000370103;EUR;19,97
B1;07/10/2014 13:30:52;000606;AZ NIKOLAAS;HOPITAUX/CLINIQUES;GASTHUISSTRAAT_5;9140*3;TEMSE;BE;NED;0032/37607525; ;PF361567;03/07/2014;01/10/2014;000361567;EUR;815,12
B1;07/10/2014 13:30:52;000606;AZ NIKOLAAS;HOPITAUX/CLINIQUES;GASTHUISSTRAAT_5;9140*3;TEMSE;BE;NED;0032/37607525; ;PF361947;09/07/2014;07/10/2014;000361947;EUR;9,27
B1;07/10/2014 13:30:52;000606;AZ NIKOLAAS;HOPITAUX/CLINIQUES;GASTHUISSTRAAT_5;9140*3;TEMSE;BE;NED;0032/37607525; ;PF364005;05/08/2014;03/11/2014;000364005;EUR;815,12
B1;07/10/2014 13:30:52;000606;AZ NIKOLAAS;HOPITAUX/CLINIQUES;GASTHUISSTRAAT_5;9140*3;TEMSE;BE;NED;0032/37607525; ;PF370770;18/09/2014;17/12/2014;000370770;EUR;3,99
B1;07/10/2014 13:30:52;000625;AZ HEILIGE FAMILIE;HOPITAUX/CLINIQUES;S HERENBAAN_172;2840*1;REET;BE;NED;0032/38809011; ;PF363395;29/07/2014;27/10/2014;000363395;EUR;543,41
B1;07/10/2014 13:30:52;000625;AZ HEILIGE FAMILIE;HOPITAUX/CLINIQUES;S HERENBAAN_172;2840*1;REET;BE;NED;0032/38809011; ;PF372924;26/09/2014;25/12/2014;000372924;EUR;407,56
B1;07/10/2014 13:30:52;000636;CHU BRUGMANN - HUDERF;HOPITAUX/CLINIQUES;PLACE A.VAN GEHUCHTEN_4;1020;LAEKEN;BE;FRA;0032/24773444; ;PF311710;23/04/2013;23/05/2013;000311710;EUR;259,52
B1;07/10/2014 13:30:52;000636;CHU BRUGMANN - HUDERF;HOPITAUX/CLINIQUES;PLACE A.VAN GEHUCHTEN_4;1020;LAEKEN;BE;FRA;0032/24773444; ;PF315302;06/06/2013;06/07/2013;000315302;EUR;333,67
B1;07/10/2014 13:30:52;000636;CHU BRUGMANN - HUDERF;HOPITAUX/CLINIQUES;PLACE A.VAN GEHUCHTEN_4;1020;LAEKEN;BE;FRA;0032/24773444; ;PF319168;23/07/2013;22/08/2013;000319168;EUR;287,5
B1;07/10/2014 13:30:52;000636;CHU BRUGMANN - HUDERF;HOPITAUX/CLINIQUES;PLACE A.VAN GEHUCHTEN_4;1020;LAEKEN;BE;FRA;0032/24773444; ;ERR315302;21/10/2013;21/10/2013;S00013232;EUR;-183,04
B1;07/10/2014 13:30:52;000636;CHU BRUGMANN - HUDERF;HOPITAUX/CLINIQUES;PLACE A.VAN GEHUCHTEN_4;1020;LAEKEN;BE;FRA;0032/24773444; ;PF366270;26/08/2014;25/09/2014;000366270;EUR;287,5
B1;07/10/2014 13:30:52;000688;AZ MARIA MIDDELARES CAMPUS;HOPITAUX/CLINIQUES;GASTHUISSTRAAT_5;9140*3;TEMSE;BE;NED;0032/37804021; ;PF364951;20/08/2014;29/11/2014;000364951;EUR;652,09
B1;07/10/2014 13:30:52;000688;AZ MARIA MIDDELARES CAMPUS;HOPITAUX/CLINIQUES;GASTHUISSTRAAT_5;9140*3;TEMSE;BE;NED;0032/37804021; ;PF367690;02/09/2014;29/12/2014;000367690;EUR;815,12
B1;07/10/2014 13:30:52;000705;CH DE MOUSCRON;HOPITAUX/CLINIQUES;AVENUE DE FECAMP_49;7700*2;MOUSCRON;BE;FRA;0032/56858216; ;PF361676;04/07/2014;29/10/2014;000361676;EUR;113,8
B1;07/10/2014 13:30:52;000705;CH DE MOUSCRON;HOPITAUX/CLINIQUES;AVENUE DE FECAMP_49;7700*2;MOUSCRON;BE;FRA;0032/56858216; ;PF363721;31/07/2014;29/10/2014;000363721;EUR;113,8
B1;07/10/2014 13:30:52;000705;CH DE MOUSCRON;HOPITAUX/CLINIQUES;AVENUE DE FECAMP_49;7700*2;MOUSCRON;BE;FRA;0032/56858216; ;PF444762;05/08/2014;05/08/2014;000444762;EUR;-113,8
B1;07/10/2014 13:30:52;000705;CH DE MOUSCRON;HOPITAUX/CLINIQUES;AVENUE DE FECAMP_49;7700*2;MOUSCRON;BE;FRA;0032/56858216; ;PF366568;27/08/2014;29/11/2014;000366568;EUR;113,8
B1;07/10/2014 13:30:52;000705;CH DE MOUSCRON;HOPITAUX/CLINIQUES;AVENUE DE FECAMP_49;7700*2;MOUSCRON;BE;FRA;0032/56858216; ;PF368196;04/09/2014;29/12/2014;000368196;EUR;56,9
B1;07/10/2014 13:30:52;000705;CH DE MOUSCRON;HOPITAUX/CLINIQUES;AVENUE DE FECAMP_49;7700*2;MOUSCRON;BE;FRA;0032/56858216; ;PF370104;16/09/2014;29/12/2014;000370104;EUR;170,7
B1;07/10/2014 13:30:52;000773;JAN YPERMAN ZKH VZW;HOPITAUX/CLINIQUES;BRIEKESTRAAT_12;8900*3;IEPER;BE;NED;0032/57356534; ;PF368579;08/09/2014;07/11/2014;000368579;EUR;76,68
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF308214;22/03/2013;21/04/2013;000308214;EUR;336,12
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF330255;08/10/2013;07/11/2013;000330255;EUR;2079,94
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF341457;23/01/2014;22/02/2014;000341457;EUR;687,4
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF357196;26/05/2014;25/06/2014;000357196;EUR;526,35
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF357987;28/05/2014;27/06/2014;000357987;EUR;203,68
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF360594;25/06/2014;25/07/2014;000360594;EUR;143,75
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF362071;10/07/2014;09/08/2014;000362071;EUR;724,54
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF364154;07/08/2014;06/09/2014;000364154;EUR;553,51
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF444904;13/08/2014;13/08/2014;000444904;EUR;-35,93
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF368693;09/09/2014;09/10/2014;000368693;EUR;690,57
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF445339;09/09/2014;09/09/2014;000445339;EUR;-724,54
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF368804;10/09/2014;10/10/2014;000368804;EUR;392,09
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF368805;10/09/2014;10/10/2014;000368805;EUR;4102,34
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF445400;10/09/2014;10/10/2014;000445400;EUR;-78,65
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF370106;16/09/2014;16/10/2014;000370106;EUR;461,58
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF371733;23/09/2014;23/10/2014;000371733;EUR;255,45
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF372062;24/09/2014;24/10/2014;000372062;EUR;482,47
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF372063;24/09/2014;24/10/2014;000372063;EUR;228,72
B1;07/10/2014 13:30:52;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF373582;30/09/2014;30/10/2014;000373582;EUR;737,58
B1;07/10/2014 13:30:52;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF364322;11/08/2014;10/09/2014;000364322;EUR;818,32
B1;07/10/2014 13:30:52;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF368806;10/09/2014;10/10/2014;000368806;EUR;301,99
B1;07/10/2014 13:30:52;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF368807;10/09/2014;10/10/2014;000368807;EUR;145,57
B1;07/10/2014 13:30:52;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF372064;24/09/2014;24/10/2014;000372064;EUR;208,76
B1;07/10/2014 13:30:52;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF372065;24/09/2014;24/10/2014;000372065;EUR;61,86
B1;07/10/2014 13:30:52;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF372066;24/09/2014;24/10/2014;000372066;EUR;146,91
B1;07/10/2014 13:30:52;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF373894;01/10/2014;31/10/2014;000373894;EUR;854,09
B1;07/10/2014 13:30:52;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF374578;06/10/2014;05/11/2014;000374578;EUR;8,01
B1;07/10/2014 13:30:52;001006;COFOFI - PCIE GRIBAUMONT;PHARMACIENS;AVENUE GRIBAUMONT_18;1150;WOLUWE-SAINT-PIERRE;BE;FRA;0032/27706739; ;2X351255;17/06/2014;17/06/2014;S00014136;EUR;-412,35
B1;07/10/2014 13:30:52;001006;COFOFI - PCIE GRIBAUMONT;PHARMACIENS;AVENUE GRIBAUMONT_18;1150;WOLUWE-SAINT-PIERRE;BE;FRA;0032/27706739; ;PF368694;09/09/2014;09/10/2014;000368694;EUR;259,36
B1;07/10/2014 13:30:52;001006;COFOFI - PCIE GRIBAUMONT;PHARMACIENS;AVENUE GRIBAUMONT_18;1150;WOLUWE-SAINT-PIERRE;BE;FRA;0032/27706739; ;PF368808;10/09/2014;10/10/2014;000368808;EUR;268,81
B1;07/10/2014 13:30:52;001006;COFOFI - PCIE GRIBAUMONT;PHARMACIENS;AVENUE GRIBAUMONT_18;1150;WOLUWE-SAINT-PIERRE;BE;FRA;0032/27706739; ;PF374055;02/10/2014;01/11/2014;000374055;EUR;52,82
B1;07/10/2014 13:30:52;001007;PCIE BARBAY***;PHARMACIENS;RUE D ARQUET_27;5000*2;NAMUR;BE;FRA;0032/81221066; ;2 X 353797;14/07/2014;14/07/2014;S00014159;EUR;-132,34
B1;07/10/2014 13:30:52;001025;APOT S. DE WAEL BVBA;PHARMACIENS;VOORDRIES_11;9860*5;OOSTERZELE;BE;NED;0032/93628858; ;PF390181;14/02/2013;14/02/2013;000390181;EUR;-229,54
B1;07/10/2014 13:30:52;001025;APOT S. DE WAEL BVBA;PHARMACIENS;VOORDRIES_11;9860*5;OOSTERZELE;BE;NED;0032/93628858; ;PF370456;17/09/2014;17/10/2014;000370456;EUR;234,54
B1;07/10/2014 13:30:52;001031;PIERRE FABRE DERMO-COSMETIQUE;INTERNATIONAL;LES CAUQUILLOUS;FR-81506;LAVAUR CEDEX;FR;FRA;0033/61755208; ;PF368691;09/09/2014;09/10/2014;000368691;EUR;4379,13
B1;07/10/2014 13:30:52;001061;PCIE NOUVELLE;PHARMACIENS;RUE WAYEZ_165;1070;ANDERLECHT;BE;FRA;0032/25580760; ;PF444763;05/08/2014;05/08/2014;000444763;EUR;-40,7
B1;07/10/2014 13:30:52;001061;PCIE NOUVELLE;PHARMACIENS;RUE WAYEZ_165;1070;ANDERLECHT;BE;FRA;0032/25580760; ;PF368809;10/09/2014;10/10/2014;000368809;EUR;411,45
B1;07/10/2014 13:30:52;001068;APOT REYNAERTS NV;PHARMACIENS;WESTELSEBAAN_61/B;3271*1;AVERBODE;BE;NED;0032/13771011; ;PF368810;10/09/2014;10/10/2014;000368810;EUR;127,63
B1;07/10/2014 13:30:52;001069;APOT DASSEN JOS;PHARMACIENS;BASILIEKLAAN_22;3270*1;SCHERPENHEUVEL;BE;NED;0032/13771416; ;PF372439;25/09/2014;25/10/2014;000372439;EUR;20,28
B1;07/10/2014 13:30:52;001069;APOT DASSEN JOS;PHARMACIENS;BASILIEKLAAN_22;3270*1;SCHERPENHEUVEL;BE;NED;0032/13771416; ;PF372440;25/09/2014;25/10/2014;000372440;EUR;13,06
B1;07/10/2014 13:30:52;001074;PARRY;PHARMACIENS;RUE GENERAL GRATRY_1;1030;SCHAERBEEK/SCHAARBEEK;BE;FRA;0032/27343978; ;PF368811;10/09/2014;10/10/2014;000368811;EUR;275,97
B1;07/10/2014 13:30:52;001074;PARRY;PHARMACIENS;RUE GENERAL GRATRY_1;1030;SCHAERBEEK/SCHAARBEEK;BE;FRA;0032/27343978; ;PF373583;30/09/2014;30/10/2014;000373583;EUR;300,72
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF337537;20/12/2013;18/02/2014;000337537;EUR;1552,91
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF348070;18/03/2014;17/05/2014;000348070;EUR;732,25
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF360040;20/06/2014;19/08/2014;000360040;EUR;37,07
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF362752;18/07/2014;16/09/2014;000362752;EUR;7,49
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF363234;25/07/2014;23/09/2014;000363234;EUR;2516,14
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF363723;31/07/2014;29/09/2014;000363723;EUR;41274,01
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF364006;05/08/2014;04/10/2014;000364006;EUR;4909,23
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF364007;05/08/2014;04/10/2014;000364007;EUR;1836,01
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF364008;05/08/2014;04/10/2014;000364008;EUR;7326,34
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF364009;05/08/2014;04/10/2014;000364009;EUR;6640,13
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF364155;07/08/2014;06/10/2014;000364155;EUR;5660,58
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF364156;07/08/2014;06/10/2014;000364156;EUR;9097,34
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF364157;07/08/2014;06/10/2014;000364157;EUR;2247,2
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF364159;07/08/2014;06/10/2014;000364159;EUR;2078,56
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF364323;11/08/2014;10/10/2014;000364323;EUR;687,6
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF364364;12/08/2014;11/10/2014;000364364;EUR;2395,8
B1;07/10/2014 13:30:52;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF364734;19/08/2014;18/10/2014;000364734;EUR;1656,85
