CUSTNAME;STREET;ZIPCODE;CITY;COUNTRY;VATNUMB;CUSTLANG;COMP;CUSTNUMB;DOCNUMB;DOCAMOUNT;DOCDATE;DUEDATE;PHONENUMBER;EMAILADDRESS;COMMENTS
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF351827;189,34;22/04/2014;21/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF351828;152,28;22/04/2014;21/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF351829;426,39;22/04/2014;21/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF351830;203,04;22/04/2014;21/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF351831;284,26;22/04/2014;21/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF351832;553,59;18/04/2014;17/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF351619;950,30;18/04/2014;17/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF351620;554,61;17/04/2014;16/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF351273;572,70;17/04/2014;16/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF351274;2.027,57;17/04/2014;16/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF351275;468,63;17/04/2014;16/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF351276;125,00;17/04/2014;16/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF351277;847,54;11/04/2014;10/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF350934;504,43;11/04/2014;10/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF350935;319,69;11/04/2014;10/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF350936;406,35;09/04/2014;08/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF350758;274,25;09/04/2014;08/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF350759;507,66;08/04/2014;07/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF350655;472,34;08/04/2014;07/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF350656;208,33;08/04/2014;07/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF350657;367,50;04/04/2014;03/06/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF350427;588,68;31/03/2014;30/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF350114;307,34;31/03/2014;30/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF350160;16,05;27/03/2014;26/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349910;296,54;26/03/2014;25/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349762;1.366,81;26/03/2014;25/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349763;41,15;26/03/2014;25/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349769;104,80;26/03/2014;25/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349770;19,93;25/03/2014;24/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349511;21,17;25/03/2014;24/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349512;26,47;25/03/2014;24/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349513;863,95;24/03/2014;23/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349098;190,20;24/03/2014;23/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349099;181,20;24/03/2014;23/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349100;135,80;24/03/2014;23/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349101;269,72;24/03/2014;23/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349102;203,70;24/03/2014;23/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349103;207,23;24/03/2014;23/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349104;98,98;24/03/2014;23/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349105;155,61;24/03/2014;23/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF349106;1.413,23;21/03/2014;20/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348950;598,96;20/03/2014;19/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348705;637,52;20/03/2014;19/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348706;1.095,60;20/03/2014;19/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348707;41,66;19/03/2014;18/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348374;26,47;19/03/2014;18/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348375;25,82;19/03/2014;18/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348376;37,47;19/03/2014;18/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348377;201,36;19/03/2014;18/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348378;5,46;19/03/2014;18/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348379;558,57;19/03/2014;18/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348380;573,85;19/03/2014;18/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348381;896,01;19/03/2014;18/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348382;222,33;19/03/2014;18/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348383;512,97;19/03/2014;18/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348384;128,65;19/03/2014;18/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348385;166,67;18/03/2014;17/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348071;535,13;18/03/2014;17/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF348072;355,52;13/03/2014;12/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF347408;710,68;12/03/2014;11/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF347097;467,44;12/03/2014;11/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF347098;1.308,04;11/03/2014;10/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF346862;1.953,73;11/03/2014;10/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF346863;571,92;11/03/2014;10/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF346864;119,18;11/03/2014;10/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF346865;366,10;10/03/2014;09/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF346683;738,92;10/03/2014;09/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF346684;1.451,95;07/03/2014;06/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF346437;671,75;07/03/2014;06/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF346438;246,73;07/03/2014;06/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF346439;414,65;07/03/2014;06/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF346440;371,43;07/03/2014;06/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF346441;313,65;07/03/2014;06/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF346442;520,41;06/03/2014;05/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF346195;260,50;06/03/2014;05/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF346196;598,59;06/03/2014;05/05/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF346197;534,17;27/02/2014;28/04/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF345394;-1.045,33;18/04/2014;18/04/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF442372;742,79;05/02/2014;06/04/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF342904;-26,47;03/04/2014;03/04/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF442106;-21,17;03/04/2014;03/04/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF442107;-33,99;31/03/2014;31/03/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF441988;753,86;27/01/2014;28/03/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF341727;173,73;27/01/2014;28/03/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF341728;1.045,33;27/01/2014;28/03/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF341729;-101,97;25/03/2014;25/03/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF441860;33,99;23/01/2014;24/03/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF341462;-173,73;18/03/2014;18/03/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;ERR341727;675,81;20/12/2013;18/02/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF337538;406,27;12/12/2013;10/02/2014;2222222;;LLOY
LLOYDSPHARMA GROUP  NV/SA;AVENUE PASTEUR_2;1300*2;WAVRE;BE;BE0436826929;FR;PIERRE FABRE;001200;PF336562;66,57;05/06/2012;05/06/2012;2222222;;LLOY
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;2X 295600;22,32;22/04/2014;21/06/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF351843;13,17;22/04/2014;21/06/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF351844;98,54;22/04/2014;21/06/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF351845;183,21;22/04/2014;21/06/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF351846;98,14;22/04/2014;21/06/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF351847;-894,69;03/04/2014;02/06/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF442111;1.503,08;31/03/2014;30/05/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF350115;226,34;24/03/2014;23/05/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF349125;268,76;22/04/2014;22/05/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF351848;654,10;19/03/2014;18/05/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF348391;641,69;18/03/2014;17/05/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF348076;87,79;13/03/2014;12/05/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF347411;22,69;07/03/2014;06/05/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF346467;1.024,84;05/03/2014;04/05/2014;3333333;;PHIN
PHARMACIE SERVAIS LASNES;RUE DES SAULES_27;1380*2;LASNE;BE;BE0453242495;FR;PIERRE FABRE;001692;PF345979;371,91;27/02/2014;28/04/2014;3333333;;PHIN
