Société;Date;CodeClient;NomClient;Categorie;Adresse;CodePostal;Ville;Pays;CodeLangue;Telephone;Email;NumeroFacture;DateFacture;DateEcheance;Ecriture;Devise;Montant
B1;3/12/2014 09:38;000521;OLV ZKH;HOPITAUX/CLINIQUES;MOOORSELBAAN_164;9300;AALST;BE;NED;0032/53724402; ;PF375763;17/10/2014;15/01/2015;375763;EUR;246,57
B1;3/12/2014 09:38;000521;OLV ZKH;HOPITAUX/CLINIQUES;MOOORSELBAAN_164;9300;AALST;BE;NED;0032/53724402; ;PF376889;27/10/2014;25/01/2015;376889;EUR;295,88
B1;3/12/2014 09:38;000521;OLV ZKH;HOPITAUX/CLINIQUES;MOOORSELBAAN_164;9300;AALST;BE;NED;0032/53724402; ;PF377093;29/10/2014;27/01/2015;377093;EUR;295,88
B1;3/12/2014 09:38;000521;OLV ZKH;HOPITAUX/CLINIQUES;MOOORSELBAAN_164;9300;AALST;BE;NED;0032/53724402; ;PF378485;17/11/2014;15/02/2015;378485;EUR;246,57
B1;3/12/2014 09:38;000521;OLV ZKH;HOPITAUX/CLINIQUES;MOOORSELBAAN_164;9300;AALST;BE;NED;0032/53724402; ;PF379791;28/11/2014;26/02/2015;379791;EUR;236,71
B1;3/12/2014 09:38;000547;AZ ST-DIMPNA;HOPITAUX/CLINIQUES;JB STESSENSSTRAAT_2;2440;GEEL;BE;NED;0032/14577449; ;PF377094;29/10/2014;28/11/2014;377094;EUR;20,6
B1;3/12/2014 09:38;000547;AZ ST-DIMPNA;HOPITAUX/CLINIQUES;JB STESSENSSTRAAT_2;2440;GEEL;BE;NED;0032/14577449; ;PF379157;24/11/2014;24/12/2014;379157;EUR;144,2
B1;3/12/2014 09:38;000551;AZ VUB;HOPITAUX/CLINIQUES;LAARBEEKLAAN_101;1090;JETTE;BE;FRA;0032/24775520; ;PF354241;30/04/2014;29/06/2014;354241;EUR;358,66
B1;3/12/2014 09:38;000551;AZ VUB;HOPITAUX/CLINIQUES;LAARBEEKLAAN_101;1090;JETTE;BE;FRA;0032/24775520; ;PF360037;20/06/2014;29/08/2014;360037;EUR;543,14
B1;3/12/2014 09:38;000551;AZ VUB;HOPITAUX/CLINIQUES;LAARBEEKLAAN_101;1090;JETTE;BE;FRA;0032/24775520; ;PF373892;1/10/2014;30/12/2014;373892;EUR;724,19
B1;3/12/2014 09:38;000551;AZ VUB;HOPITAUX/CLINIQUES;LAARBEEKLAAN_101;1090;JETTE;BE;FRA;0032/24775520; ;PF375173;13/10/2014;30/12/2014;375173;EUR;325,88
B1;3/12/2014 09:38;000551;AZ VUB;HOPITAUX/CLINIQUES;LAARBEEKLAAN_101;1090;JETTE;BE;FRA;0032/24775520; ;PF377326;31/10/2014;30/12/2014;377326;EUR;724,19
B1;3/12/2014 09:38;000551;AZ VUB;HOPITAUX/CLINIQUES;LAARBEEKLAAN_101;1090;JETTE;BE;FRA;0032/24775520; ;PF378123;12/11/2014;29/01/2015;378123;EUR;724,19
B1;3/12/2014 09:38;000551;AZ VUB;HOPITAUX/CLINIQUES;LAARBEEKLAAN_101;1090;JETTE;BE;FRA;0032/24775520; ;PF378124;12/11/2014;29/01/2015;378124;EUR;325,88
B1;3/12/2014 09:38;000551;AZ VUB;HOPITAUX/CLINIQUES;LAARBEEKLAAN_101;1090;JETTE;BE;FRA;0032/24775520; ;PF378730;19/11/2014;29/01/2015;378730;EUR;325,88
B1;3/12/2014 09:38;000577;CHU DE TIVOLI;HOPITAUX/CLINIQUES;AVENUE MAX BUSET_34;7100*3;LA LOUVIERE;BE;FRA;0032/64276332; ;PF370103;16/09/2014;15/12/2014;370103;EUR;19,97
B1;3/12/2014 09:38;000601;AZ ALMA CAMPUS EEKLO;HOPITAUX/CLINIQUES;GENTSESTEENWEG _132;8340*6;SIJSELE;BE;NED;0032/93760420; ;PF377654;5/11/2014;4/01/2015;377654;EUR;117,98
B1;3/12/2014 09:38;000601;AZ ALMA CAMPUS EEKLO;HOPITAUX/CLINIQUES;GENTSESTEENWEG _132;8340*6;SIJSELE;BE;NED;0032/93760420; ;PF377929;7/11/2014;6/01/2015;377929;EUR;79,86
B1;3/12/2014 09:38;000606;AZ NIKOLAAS;HOPITAUX/CLINIQUES;GASTHUISSTRAAT_5;9140*3;TEMSE;BE;NED;0032/37607525; ;PF364005;5/08/2014;3/11/2014;364005;EUR;815,12
B1;3/12/2014 09:38;000606;AZ NIKOLAAS;HOPITAUX/CLINIQUES;GASTHUISSTRAAT_5;9140*3;TEMSE;BE;NED;0032/37607525; ;PF370770;18/09/2014;17/12/2014;370770;EUR;3,99
B1;3/12/2014 09:38;000606;AZ NIKOLAAS;HOPITAUX/CLINIQUES;GASTHUISSTRAAT_5;9140*3;TEMSE;BE;NED;0032/37607525; ;PF376778;24/10/2014;22/01/2015;376778;EUR;7,99
B1;3/12/2014 09:38;000606;AZ NIKOLAAS;HOPITAUX/CLINIQUES;GASTHUISSTRAAT_5;9140*3;TEMSE;BE;NED;0032/37607525; ;PF378283;13/11/2014;28/02/2015;378283;EUR;652,09
B1;3/12/2014 09:38;000606;AZ NIKOLAAS;HOPITAUX/CLINIQUES;GASTHUISSTRAAT_5;9140*3;TEMSE;BE;NED;0032/37607525; ;PF379158;24/11/2014;22/02/2015;379158;EUR;489,07
B1;3/12/2014 09:38;000625;AZ HEILIGE FAMILIE;HOPITAUX/CLINIQUES;S HERENBAAN_172;2840*1;REET;BE;NED;0032/38809011; ;PF372924;26/09/2014;25/12/2014;372924;EUR;407,56
B1;3/12/2014 09:38;000625;AZ HEILIGE FAMILIE;HOPITAUX/CLINIQUES;S HERENBAAN_172;2840*1;REET;BE;NED;0032/38809011; ;PF378486;17/11/2014;15/02/2015;378486;EUR;407,56
B1;3/12/2014 09:38;000636;CHU BRUGMANN - HUDERF;HOPITAUX/CLINIQUES;PLACE A.VAN GEHUCHTEN_4;1020;LAEKEN;BE;FRA;0032/24773444; ;PF311710;23/04/2013;23/05/2013;311710;EUR;259,52
B1;3/12/2014 09:38;000636;CHU BRUGMANN - HUDERF;HOPITAUX/CLINIQUES;PLACE A.VAN GEHUCHTEN_4;1020;LAEKEN;BE;FRA;0032/24773444; ;PF315302;6/06/2013;6/07/2013;315302;EUR;333,67
B1;3/12/2014 09:38;000636;CHU BRUGMANN - HUDERF;HOPITAUX/CLINIQUES;PLACE A.VAN GEHUCHTEN_4;1020;LAEKEN;BE;FRA;0032/24773444; ;PF319168;23/07/2013;22/08/2013;319168;EUR;287,5
B1;3/12/2014 09:38;000636;CHU BRUGMANN - HUDERF;HOPITAUX/CLINIQUES;PLACE A.VAN GEHUCHTEN_4;1020;LAEKEN;BE;FRA;0032/24773444; ;ERR315302;21/10/2013;21/10/2013;S00013232;EUR;-183,04
B1;3/12/2014 09:38;000636;CHU BRUGMANN - HUDERF;HOPITAUX/CLINIQUES;PLACE A.VAN GEHUCHTEN_4;1020;LAEKEN;BE;FRA;0032/24773444; ;PF366270;26/08/2014;25/09/2014;366270;EUR;287,5
B1;3/12/2014 09:38;000688;AZ MARIA MIDDELARES CAMPUS;HOPITAUX/CLINIQUES;GASTHUISSTRAAT_5;9140*3;TEMSE;BE;NED;0032/37804021; ;PF367690;2/09/2014;29/12/2014;367690;EUR;815,12
B1;3/12/2014 09:38;000705;CH DE MOUSCRON;HOPITAUX/CLINIQUES;AVENUE DE FECAMP_49;7700*2;MOUSCRON;BE;FRA;0032/56858216; ;PF366568;27/08/2014;29/11/2014;366568;EUR;113,8
B1;3/12/2014 09:38;000705;CH DE MOUSCRON;HOPITAUX/CLINIQUES;AVENUE DE FECAMP_49;7700*2;MOUSCRON;BE;FRA;0032/56858216; ;PF368196;4/09/2014;29/12/2014;368196;EUR;56,9
B1;3/12/2014 09:38;000705;CH DE MOUSCRON;HOPITAUX/CLINIQUES;AVENUE DE FECAMP_49;7700*2;MOUSCRON;BE;FRA;0032/56858216; ;PF370104;16/09/2014;29/12/2014;370104;EUR;170,7
B1;3/12/2014 09:38;000705;CH DE MOUSCRON;HOPITAUX/CLINIQUES;AVENUE DE FECAMP_49;7700*2;MOUSCRON;BE;FRA;0032/56858216; ;PF375507;15/10/2014;29/01/2015;375507;EUR;85,35
B1;3/12/2014 09:38;000705;CH DE MOUSCRON;HOPITAUX/CLINIQUES;AVENUE DE FECAMP_49;7700*2;MOUSCRON;BE;FRA;0032/56858216; ;PF376779;24/10/2014;29/01/2015;376779;EUR;85,35
B1;3/12/2014 09:38;000705;CH DE MOUSCRON;HOPITAUX/CLINIQUES;AVENUE DE FECAMP_49;7700*2;MOUSCRON;BE;FRA;0032/56858216; ;PF377327;31/10/2014;29/01/2015;377327;EUR;170,7
B1;3/12/2014 09:38;000705;CH DE MOUSCRON;HOPITAUX/CLINIQUES;AVENUE DE FECAMP_49;7700*2;MOUSCRON;BE;FRA;0032/56858216; ;PF378284;13/11/2014;28/02/2015;378284;EUR;56,9
B1;3/12/2014 09:38;000778;HEILIG HARTZIEKENHUIS MOL;HOPITAUX/CLINIQUES;GASTHUISSTRAAT 1;2400;MOL;BE;NED;0032/14712288; ;PF378125;12/11/2014;28/02/2015;378125;EUR;113,8
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF308214;22/03/2013;21/04/2013;308214;EUR;336,12
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF330255;8/10/2013;7/11/2013;330255;EUR;2079,94
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF341457;23/01/2014;22/02/2014;341457;EUR;687,4
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF357987;28/05/2014;27/06/2014;357987;EUR;203,68
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF360594;25/06/2014;25/07/2014;360594;EUR;143,75
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF364154;7/08/2014;6/09/2014;364154;EUR;553,51
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF446483;15/10/2014;15/10/2014;446483;EUR;-83,59
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF376992;28/10/2014;27/11/2014;376992;EUR;365,23
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF377655;5/11/2014;5/12/2014;377655;EUR;29,22
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF377657;5/11/2014;5/12/2014;377657;EUR;9,39
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF377658;5/11/2014;5/12/2014;377658;EUR;158,97
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF377659;5/11/2014;5/12/2014;377659;EUR;618,73
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF377930;7/11/2014;7/12/2014;377930;EUR;181,81
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF378285;13/11/2014;13/12/2014;378285;EUR;456,68
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF378487;17/11/2014;17/12/2014;378487;EUR;2665,17
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF378869;20/11/2014;20/12/2014;378869;EUR;700,06
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF378870;20/11/2014;20/12/2014;378870;EUR;493,35
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF447678;24/11/2014;24/11/2014;447678;EUR;-18,84
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF379467;26/11/2014;26/12/2014;379467;EUR;39,65
B1;3/12/2014 09:38;001001;APOT ANTVERPIA;PHARMACIENS;BOECHOUTSESTEENWEG_13;2540;HOVE;BE;NED;0032/34559461; ;PF379792;28/11/2014;28/12/2014;379792;EUR;125,56
B1;3/12/2014 09:38;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF377660;5/11/2014;5/12/2014;377660;EUR;340,94
B1;3/12/2014 09:38;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF377661;5/11/2014;5/12/2014;377661;EUR;590,43
B1;3/12/2014 09:38;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF379793;28/11/2014;28/12/2014;379793;EUR;19,32
B1;3/12/2014 09:38;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF379794;28/11/2014;28/12/2014;379794;EUR;30,63
B1;3/12/2014 09:38;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF379795;28/11/2014;28/12/2014;379795;EUR;47,8
B1;3/12/2014 09:38;001004;SUPERPHAR;PHARMACIENS;RUE DE L ANGE_1;5000*2;NAMUR;BE;FRA;0032/81857470; ;PF379796;28/11/2014;28/12/2014;379796;EUR;226,94
B1;3/12/2014 09:38;001006;COFOFI - PCIE GRIBAUMONT;PHARMACIENS;AVENUE GRIBAUMONT_18;1150;WOLUWE-SAINT-PIERRE;BE;FRA;0032/27706739; ;2X351255;17/06/2014;17/06/2014;S00014136;EUR;-412,35
B1;3/12/2014 09:38;001006;COFOFI - PCIE GRIBAUMONT;PHARMACIENS;AVENUE GRIBAUMONT_18;1150;WOLUWE-SAINT-PIERRE;BE;FRA;0032/27706739; ;PF368694;9/09/2014;9/10/2014;368694;EUR;259,36
B1;3/12/2014 09:38;001006;COFOFI - PCIE GRIBAUMONT;PHARMACIENS;AVENUE GRIBAUMONT_18;1150;WOLUWE-SAINT-PIERRE;BE;FRA;0032/27706739; ;PF374055;2/10/2014;1/11/2014;374055;EUR;52,82
B1;3/12/2014 09:38;001006;COFOFI - PCIE GRIBAUMONT;PHARMACIENS;AVENUE GRIBAUMONT_18;1150;WOLUWE-SAINT-PIERRE;BE;FRA;0032/27706739; ;PF377168;30/10/2014;29/11/2014;377168;EUR;878,24
B1;3/12/2014 09:38;001006;COFOFI - PCIE GRIBAUMONT;PHARMACIENS;AVENUE GRIBAUMONT_18;1150;WOLUWE-SAINT-PIERRE;BE;FRA;0032/27706739; ;PF378732;19/11/2014;19/12/2014;378732;EUR;306,77
B1;3/12/2014 09:38;001007;PCIE BARBAY***;PHARMACIENS;RUE D ARQUET_27;5000*2;NAMUR;BE;FRA;0032/81221066; ;2 X 353797;14/07/2014;14/07/2014;S00014159;EUR;-132,34
B1;3/12/2014 09:38;001025;APOT S. DE WAEL BVBA;PHARMACIENS;VOORDRIES_11;9860*5;OOSTERZELE;BE;NED;0032/93628858; ;PF390181;14/02/2013;14/02/2013;390181;EUR;-229,54
B1;3/12/2014 09:38;001025;APOT S. DE WAEL BVBA;PHARMACIENS;VOORDRIES_11;9860*5;OOSTERZELE;BE;NED;0032/93628858; ;PF379599;27/11/2014;27/12/2014;379599;EUR;366,08
B1;3/12/2014 09:38;001031;PIERRE FABRE DERMO-COSMETIQUE;INTERNATIONAL;LES CAUQUILLOUS;FR-81506;LAVAUR CEDEX;FR;FRA;0033/61755208; ;PF377448;31/10/2014;30/11/2014;377448;EUR;3090,68
B1;3/12/2014 09:38;001031;PIERRE FABRE DERMO-COSMETIQUE;INTERNATIONAL;LES CAUQUILLOUS;FR-81506;LAVAUR CEDEX;FR;FRA;0033/61755208; ;PF379982;30/11/2014;29/01/2015;379982;EUR;1283,95
B1;3/12/2014 09:38;001061;PCIE NOUVELLE;PHARMACIENS;RUE WAYEZ_165;1070;ANDERLECHT;BE;FRA;0032/25580760; ;PF444763;5/08/2014;5/08/2014;444763;EUR;-40,7
B1;3/12/2014 09:38;001068;APOT REYNAERTS NV;PHARMACIENS;WESTELSEBAAN_61/B;3271*1;AVERBODE;BE;NED;0032/13771011; ;2X368810;28/10/2014;28/10/2014;S00014246;EUR;-127,63
B1;3/12/2014 09:38;001069;APOT DASSEN JOS;PHARMACIENS;BASILIEKLAAN_22;3270*1;SCHERPENHEUVEL;BE;NED;0032/13771416; ;PF372440;25/09/2014;25/10/2014;372440;EUR;13,06
B1;3/12/2014 09:38;001074;PARRY;PHARMACIENS;RUE GENERAL GRATRY_1;1030;SCHAERBEEK/SCHAARBEEK;BE;FRA;0032/27343978; ;PF373583;30/09/2014;30/10/2014;373583;EUR;300,72
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF337537;20/12/2013;18/02/2014;337537;EUR;1552,91
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF362752;18/07/2014;16/09/2014;362752;EUR;7,49
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF368201;4/09/2014;3/11/2014;368201;EUR;248,54
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF368581;8/09/2014;7/11/2014;368581;EUR;19,93
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF446131;6/10/2014;6/10/2014;446131;EUR;-248,54
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF374806;8/10/2014;7/12/2014;374806;EUR;1908
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF374807;8/10/2014;7/12/2014;374807;EUR;7512,26
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF374808;8/10/2014;7/12/2014;374808;EUR;21675,78
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF374809;8/10/2014;7/12/2014;374809;EUR;2701,81
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF374810;8/10/2014;7/12/2014;374810;EUR;9710,52
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF374811;8/10/2014;7/12/2014;374811;EUR;16817,56
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF374812;8/10/2014;7/12/2014;374812;EUR;21767,69
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF374813;8/10/2014;7/12/2014;374813;EUR;51200,23
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF374814;8/10/2014;7/12/2014;374814;EUR;1350,9
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF446249;8/10/2014;8/10/2014;446249;EUR;-432,48
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF446250;8/10/2014;8/10/2014;446250;EUR;-270,3
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF374957;9/10/2014;8/12/2014;374957;EUR;11611,4
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF375091;10/10/2014;9/12/2014;375091;EUR;224,25
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF375179;13/10/2014;13/10/2014;375179;EUR;371,52
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF375180;13/10/2014;13/10/2014;375180;EUR;371,52
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF375299;14/10/2014;13/12/2014;375299;EUR;763,2
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF375511;15/10/2014;14/12/2014;375511;EUR;10578,28
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF375521;15/10/2014;14/12/2014;375521;EUR;12,63
B1;3/12/2014 09:38;001076;GROUPE MULTIPHARMA;PHARMACIENS;ROUTE DE LENNIK_900;1070;ANDERLECHT;BE;FRA;0032/25299211; ;PF375525;15/10/2014;14/12/2014;375525;EUR;12341,24
